order_id,customer_id,order_date,sales_channel,region,order_status
O004739,C01352,2025-03-15,Retail Store,Midwest,Completed
O004740,C00660,2025-11-10,Retail Store,South,Completed
O004741,C00905,2025-10-15,Mobile App,South,Completed
O004742,C01485,2025-06-25,Mobile App,South,Completed
O004743,C00268,2023-08-30,Online,South,Completed
O004744,C00396,2023-11-19,Retail Store,Northeast,Completed
O004745,C00150,2025-12-29,Online,Northeast,Completed
O004746,C00645,2023-03-26,Online,West,Completed
O004747,C00160,2024-07-13,Online,West,Completed
O004748,C00901,2024-07-10,Marketplace,Midwest,Completed
O004749,C00335,2024-02-04,Retail Store,Northeast,Completed
O004750,C01300,2023-02-21,Retail Store,Midwest,Completed
O004751,C01183,2024-05-19,Online,Northeast,Completed
O004752,C01431,2024-07-15,Marketplace,Midwest,Completed
O004753,C00853,2025-08-09,Online,West,Completed
O004754,C00060,2024-07-02,Online,West,Completed
O004755,C00865,2023-07-13,Retail Store,West,Returned
O004756,C00083,2025-09-16,Mobile App,West,Completed
O004757,C01442,2023-01-09,Retail Store,Midwest,Completed
O004758,C00902,2025-10-30,Marketplace,South,Completed
O004759,C00122,2024-01-24,Retail Store,South,Completed
O004760,C01074,2024-01-09,Marketplace,Midwest,Completed
O004761,C00358,2025-10-25,Marketplace,West,Completed
O004762,C01288,2024-01-25,Retail Store,South,Completed
O004763,C01434,2023-02-02,Retail Store,South,Completed
O004764,C01364,2025-10-27,Marketplace,West,Completed
O004765,C00787,2025-12-18,Retail Store,Midwest,Completed
O004766,C01200,2025-07-20,Mobile App,South,Completed
O004767,C01455,2024-12-11,Mobile App,South,Completed
O004768,C00830,2025-05-02,Mobile App,West,Completed
O004769,C00463,2024-05-24,Mobile App,Midwest,Completed
O004770,C00116,2025-03-10,Online,South,Completed
O004771,C00239,2024-07-07,Retail Store,Northeast,Completed
O004772,C01413,2025-02-05,Mobile App,West,Completed
O004773,C00852,2024-12-04,Mobile App,South,Completed
O004774,C00373,2025-12-17,Mobile App,West,Completed
O004775,C00546,2024-08-03,Retail Store,Midwest,Completed
O004776,C00555,2024-09-19,Retail Store,South,Completed
O004777,C00696,2023-08-04,Retail Store,West,Completed
O004778,C01314,2024-11-11,Retail Store,West,Completed
O004779,C00368,2025-12-24,Retail Store,Midwest,Completed
O004780,C00331,2025-01-21,Online,Northeast,Returned
O004781,C01315,2024-07-13,Mobile App,West,Completed
O004782,C01202,2024-08-13,Marketplace,South,Completed
O004783,C00440,2024-02-23,Marketplace,Midwest,Completed
O004784,C00492,2023-08-31,Online,Midwest,Completed
O004785,C01334,2024-06-18,Online,Midwest,Completed
O004786,C01165,2024-07-23,Mobile App,West,Completed
O004787,C00954,2023-04-10,Mobile App,Midwest,Completed
O004788,C01484,2023-06-06,Online,Northeast,Completed
O004789,C00980,2024-09-06,Marketplace,South,Completed
O004790,C00551,2023-04-08,Marketplace,Northeast,Completed
O004791,C01486,2025-03-08,Online,Northeast,Completed
O004792,C00914,2025-04-26,Retail Store,South,Completed
O004793,C01063,2023-10-29,Marketplace,Northeast,Completed
O004794,C00693,2023-03-17,Online,West,Completed
O004795,C00172,2024-06-29,Retail Store,West,Completed
O004796,C00005,2023-12-04,Mobile App,Midwest,Completed
O004797,C00004,2025-04-30,Retail Store,Northeast,Completed
O004798,C01143,2025-09-11,Marketplace,South,Returned
O004799,C01309,2025-11-13,Mobile App,South,Completed
O004800,C00542,2025-03-11,Retail Store,Northeast,Completed
O004801,C00780,2025-08-04,Marketplace,West,Completed
O004802,C01326,2023-03-08,Online,Northeast,Completed
O004803,C00528,2024-07-06,Marketplace,South,Completed
O004804,C00506,2025-09-27,Marketplace,South,Completed
O004805,C01227,2023-12-14,Retail Store,Midwest,Completed
O004806,C00437,2025-08-21,Marketplace,West,Completed
O004807,C00059,2023-12-16,Retail Store,South,Completed
O004808,C00799,2025-08-18,Marketplace,South,Completed
O004809,C00756,2023-07-24,Mobile App,Northeast,Completed
O004810,C00010,2023-07-31,Retail Store,Midwest,Completed
O004811,C00699,2023-04-25,Marketplace,South,Completed
O004812,C01130,2025-12-22,Marketplace,Midwest,Returned
O004813,C01265,2025-05-21,Marketplace,Northeast,Completed
O004814,C00036,2025-08-16,Marketplace,West,Completed
O004815,C00117,2023-12-18,Online,Northeast,Completed
O004816,C00778,2023-12-05,Retail Store,South,Completed
O004817,C00268,2023-08-01,Retail Store,Northeast,Completed
O004818,C01243,2025-10-24,Mobile App,Midwest,Completed
O004819,C00567,2024-11-19,Mobile App,South,Completed
O004820,C00916,2024-11-08,Marketplace,Northeast,Returned
O004821,C00458,2024-10-22,Marketplace,West,Completed
O004822,C00677,2024-12-23,Online,South,Returned
O004823,C00938,2024-08-17,Online,West,Completed
O004824,C00984,2023-12-14,Mobile App,South,Completed
O004825,C00332,2025-05-26,Mobile App,Midwest,Completed
O004826,C00292,2024-06-05,Online,Northeast,Completed
O004827,C00078,2024-11-26,Marketplace,Midwest,Completed
O004828,C01169,2023-07-03,Online,Midwest,Completed
O004829,C00963,2025-04-29,Retail Store,Midwest,Completed
O004830,C01449,2024-11-28,Mobile App,Northeast,Completed
O004831,C01445,2025-09-14,Mobile App,West,Completed
O004832,C00640,2025-05-04,Mobile App,Northeast,Completed
O004833,C00122,2023-02-14,Retail Store,Midwest,Completed
O004834,C00540,2024-05-18,Marketplace,South,Completed
O004835,C00387,2025-12-12,Marketplace,West,Completed
O004836,C01236,2025-02-22,Mobile App,Midwest,Completed
O004837,C00210,2023-03-26,Online,Midwest,Completed
O004838,C00503,2025-02-26,Mobile App,Northeast,Completed
O004839,C01034,2024-04-18,Retail Store,Northeast,Completed
O004840,C00860,2024-09-09,Marketplace,South,Completed
O004841,C00456,2024-02-12,Marketplace,Northeast,Completed
O004842,C00065,2023-11-21,Mobile App,Northeast,Completed
O004843,C00938,2025-04-26,Marketplace,West,Completed
O004844,C00774,2024-12-01,Retail Store,West,Completed
O004845,C00513,2023-04-30,Online,South,Completed
O004846,C00734,2024-05-27,Online,South,Completed
O004847,C01176,2025-02-20,Retail Store,South,Completed
O004848,C00394,2023-04-11,Mobile App,South,Returned
O004849,C00748,2023-06-18,Online,South,Completed
O004850,C00059,2024-10-06,Marketplace,Midwest,Completed
O004851,C00866,2025-06-04,Online,South,Completed
O004852,C01295,2023-08-06,Online,Midwest,Completed
O004853,C00895,2025-11-04,Mobile App,West,Returned
O004854,C01152,2025-05-10,Mobile App,Midwest,Completed
O004855,C01428,2023-10-06,Marketplace,West,Completed
O004856,C00895,2024-07-31,Retail Store,Northeast,Returned
O004857,C01366,2024-12-07,Online,South,Completed
O004858,C00930,2025-01-09,Marketplace,South,Completed
O004859,C01087,2024-01-06,Online,Midwest,Completed
O004860,C00170,2024-09-06,Marketplace,Midwest,Completed
O004861,C00643,2023-05-18,Marketplace,Midwest,Completed
O004862,C00515,2024-09-03,Retail Store,West,Completed
O004863,C00529,2023-01-13,Online,Northeast,Completed
O004864,C01015,2023-11-16,Retail Store,West,Completed
O004865,C01029,2023-01-20,Marketplace,Northeast,Completed
O004866,C00256,2024-12-10,Retail Store,Northeast,Returned
O004867,C01004,2024-04-12,Mobile App,West,Returned
O004868,C01032,2023-04-02,Online,South,Completed
O004869,C00991,2023-06-07,Online,West,Completed
O004870,C00088,2024-07-06,Mobile App,West,Completed
O004871,C00999,2024-09-02,Mobile App,Northeast,Completed
O004872,C00717,2025-02-28,Marketplace,Midwest,Completed
O004873,C01327,2024-12-08,Mobile App,Midwest,Completed
O004874,C01151,2024-02-17,Marketplace,South,Completed
O004875,C00728,2024-11-24,Online,Northeast,Completed
O004876,C00712,2025-12-03,Retail Store,Northeast,Completed
O004877,C00852,2024-10-27,Marketplace,Midwest,Completed
O004878,C01159,2024-09-09,Mobile App,Northeast,Completed
O004879,C00835,2025-03-05,Online,Midwest,Completed
O004880,C01425,2024-10-04,Marketplace,Northeast,Returned
O004881,C01203,2024-03-24,Retail Store,South,Completed
O004882,C00761,2023-09-27,Online,Midwest,Completed
O004883,C01216,2025-04-07,Mobile App,Northeast,Completed
O004884,C00639,2025-05-29,Marketplace,West,Completed
O004885,C01170,2025-12-12,Marketplace,West,Completed
O004886,C00120,2025-05-20,Retail Store,South,Completed
O004887,C00797,2024-06-16,Mobile App,South,Completed
O004888,C00513,2023-06-10,Mobile App,West,Returned
O004889,C00577,2023-10-02,Marketplace,West,Completed
O004890,C01000,2023-01-21,Marketplace,Northeast,Completed
O004891,C00500,2023-07-05,Marketplace,West,Completed
O004892,C01367,2025-12-09,Retail Store,Midwest,Completed
O004893,C00356,2025-05-10,Mobile App,South,Completed
O004894,C01314,2025-08-21,Retail Store,South,Completed
O004895,C01246,2024-08-15,Retail Store,South,Completed
O004896,C01454,2024-09-02,Online,Northeast,Completed
O004897,C00038,2025-08-18,Mobile App,South,Completed
O004898,C01453,2025-12-08,Marketplace,South,Completed
O004899,C00666,2025-02-19,Mobile App,South,Completed
O004900,C00166,2024-11-30,Online,West,Completed
O004901,C00498,2023-11-06,Online,Northeast,Completed
O004902,C00285,2024-11-05,Online,West,Completed
O004903,C00193,2023-05-12,Mobile App,Northeast,Completed
O004904,C00429,2025-09-19,Marketplace,Northeast,Completed
O004905,C00984,2025-03-14,Mobile App,Midwest,Completed
O004906,C00669,2023-11-21,Retail Store,West,Completed
O004907,C01469,2025-10-03,Mobile App,Northeast,Completed
O004908,C01005,2023-03-05,Retail Store,South,Completed
O004909,C01352,2024-02-10,Mobile App,Northeast,Completed
O004910,C01412,2024-12-03,Marketplace,South,Completed
O004911,C01193,2025-07-13,Retail Store,Northeast,Completed
O004912,C01138,2025-04-04,Online,West,Completed
O004913,C00311,2025-03-26,Retail Store,Midwest,Completed
O004914,C00328,2023-05-28,Mobile App,Midwest,Completed
O004915,C00672,2023-01-09,Online,Northeast,Completed
O004916,C00550,2025-10-14,Online,West,Completed
O004917,C00903,2025-04-16,Marketplace,Midwest,Completed
O004918,C01441,2023-12-08,Marketplace,South,Completed
O004919,C01451,2024-11-02,Online,Midwest,Returned
O004920,C01189,2024-09-16,Retail Store,Midwest,Completed
O004921,C00939,2024-06-08,Marketplace,Midwest,Cancelled
O004922,C01479,2025-03-20,Mobile App,Northeast,Completed
O004923,C01281,2025-06-13,Retail Store,Midwest,Returned
O004924,C01429,2023-03-11,Retail Store,Northeast,Completed
O004925,C00291,2025-06-27,Mobile App,South,Completed
O004926,C00786,2025-01-16,Online,South,Completed
O004927,C00316,2024-08-06,Marketplace,Northeast,Completed
O004928,C00840,2024-11-01,Online,South,Completed
O004929,C00279,2023-03-27,Online,West,Completed
O004930,C01128,2024-04-02,Online,South,Completed
O004931,C00977,2025-05-24,Marketplace,West,Completed
O004932,C01325,2023-02-05,Marketplace,South,Completed
O004933,C00769,2025-10-27,Retail Store,South,Completed
O004934,C00712,2023-07-26,Marketplace,Northeast,Completed
O004935,C01207,2024-08-10,Marketplace,South,Completed
O004936,C00923,2024-06-17,Mobile App,West,Completed
O004937,C01210,2024-05-29,Retail Store,Northeast,Completed
O004938,C00494,2025-12-26,Online,West,Completed
O004939,C01094,2025-10-26,Online,West,Completed
O004940,C01208,2023-07-13,Mobile App,South,Completed
O004941,C00558,2023-09-19,Marketplace,Midwest,Completed
O004942,C01057,2023-03-08,Online,Midwest,Completed
O004943,C00251,2024-08-24,Retail Store,West,Completed
O004944,C00053,2023-01-27,Online,Northeast,Completed
O004945,C00430,2023-03-13,Retail Store,West,Completed
O004946,C01492,2024-04-19,Marketplace,Midwest,Completed
O004947,C01136,2024-04-20,Retail Store,Northeast,Completed
O004948,C01179,2025-12-23,Marketplace,Midwest,Completed
O004949,C00412,2023-10-21,Online,Northeast,Completed
O004950,C00735,2024-06-02,Online,South,Returned
O004951,C00724,2023-03-27,Retail Store,South,Completed
O004952,C01356,2024-08-24,Retail Store,South,Completed
O004953,C01493,2025-07-07,Mobile App,Northeast,Completed
O004954,C00959,2025-07-05,Marketplace,West,Completed
O004955,C01491,2025-03-04,Retail Store,South,Completed
O004956,C00035,2024-02-18,Mobile App,Midwest,Completed
O004957,C01094,2025-08-21,Marketplace,South,Completed
O004958,C01082,2024-02-03,Online,Northeast,Completed
O004959,C01298,2023-11-26,Marketplace,South,Completed
O004960,C01045,2025-02-21,Mobile App,South,Completed
O004961,C01146,2024-12-14,Online,Midwest,Completed
O004962,C00160,2024-04-02,Marketplace,Northeast,Completed
O004963,C00832,2025-06-15,Marketplace,West,Completed
O004964,C00467,2023-10-04,Online,Northeast,Completed
O004965,C00897,2025-06-28,Retail Store,Midwest,Completed
O004966,C01392,2024-01-16,Online,South,Completed
O004967,C01086,2025-06-15,Marketplace,West,Completed
O004968,C01223,2023-12-14,Marketplace,Midwest,Completed
O004969,C00954,2024-10-24,Online,Midwest,Completed
O004970,C00530,2025-04-28,Retail Store,West,Completed
O004971,C00730,2024-04-13,Mobile App,West,Completed
O004972,C00662,2024-08-31,Mobile App,South,Completed
O004973,C01067,2023-04-10,Retail Store,Northeast,Completed
O004974,C00645,2023-07-30,Marketplace,Northeast,Completed
O004975,C00153,2024-04-20,Retail Store,Midwest,Completed
O004976,C00076,2025-05-11,Retail Store,West,Completed
O004977,C01247,2025-12-25,Mobile App,Northeast,Completed
O004978,C00531,2023-05-19,Marketplace,South,Completed
O004979,C01043,2025-09-20,Marketplace,Midwest,Completed
O004980,C00416,2024-12-05,Mobile App,West,Completed
O004981,C00616,2023-11-05,Retail Store,South,Completed
O004982,C00695,2025-07-14,Online,Northeast,Completed
O004983,C01087,2024-11-21,Mobile App,West,Completed
O004984,C00341,2023-01-16,Retail Store,South,Completed
O004985,C00182,2023-10-25,Marketplace,West,Completed
O004986,C01465,2025-03-09,Marketplace,South,Completed
O004987,C00856,2024-05-28,Mobile App,West,Cancelled
O004988,C00429,2025-08-19,Retail Store,Northeast,Completed
O004989,C00847,2025-06-28,Online,South,Completed
O004990,C00367,2023-09-09,Retail Store,South,Returned
O004991,C01046,2024-04-01,Online,South,Completed
O004992,C00714,2025-03-13,Mobile App,South,Completed
O004993,C00563,2023-07-14,Retail Store,Midwest,Completed
O004994,C01104,2023-12-03,Mobile App,Midwest,Completed
O004995,C00824,2024-04-20,Mobile App,Midwest,Completed
O004996,C00391,2025-06-01,Retail Store,West,Completed
O004997,C00915,2023-01-19,Marketplace,Midwest,Completed
O004998,C01340,2025-10-28,Mobile App,West,Completed
O004999,C01075,2025-01-20,Marketplace,Northeast,Completed
O005000,C00599,2024-10-04,Mobile App,West,Completed
O005001,C00432,2025-12-08,Online,South,Completed
O005002,C01067,2025-06-18,Retail Store,South,Returned
O005003,C00429,2024-03-13,Online,West,Completed
O005004,C00086,2024-08-24,Online,West,Completed
O005005,C00483,2023-11-08,Mobile App,Northeast,Completed
O005006,C01368,2023-04-11,Marketplace,Midwest,Completed
O005007,C00491,2023-07-04,Retail Store,West,Completed
O005008,C00195,2023-03-12,Online,South,Completed
O005009,C00482,2025-03-06,Marketplace,West,Cancelled
O005010,C00744,2023-10-22,Retail Store,Midwest,Completed
O005011,C00930,2023-01-06,Marketplace,Midwest,Completed
O005012,C00214,2024-12-21,Online,Northeast,Completed
O005013,C00784,2023-06-13,Marketplace,Northeast,Completed
O005014,C00798,2023-05-04,Online,South,Completed
O005015,C00537,2023-08-01,Retail Store,West,Completed
O005016,C00275,2023-08-05,Retail Store,West,Returned
O005017,C01284,2025-05-02,Marketplace,West,Completed
O005018,C00303,2025-08-21,Online,South,Completed
O005019,C00314,2023-12-30,Mobile App,Midwest,Completed
O005020,C00521,2024-12-10,Online,Midwest,Completed
O005021,C00352,2023-02-01,Retail Store,West,Completed
O005022,C01309,2023-02-22,Online,Midwest,Completed
O005023,C01108,2023-07-13,Retail Store,Midwest,Completed
O005024,C01024,2024-02-12,Online,Northeast,Completed
O005025,C00524,2024-10-10,Online,Midwest,Returned
O005026,C01186,2023-12-06,Mobile App,Midwest,Completed
O005027,C00731,2024-01-04,Mobile App,Northeast,Completed
O005028,C01122,2025-06-21,Online,West,Completed
O005029,C00341,2025-05-04,Retail Store,West,Completed
O005030,C00467,2023-04-27,Mobile App,West,Returned
O005031,C01231,2023-05-10,Retail Store,South,Completed
O005032,C00094,2023-12-12,Mobile App,Midwest,Completed
O005033,C01150,2023-11-08,Mobile App,South,Completed
O005034,C00987,2023-04-07,Marketplace,South,Completed
O005035,C01498,2024-06-28,Retail Store,South,Completed
O005036,C01071,2024-04-05,Marketplace,Northeast,Completed
O005037,C01343,2024-08-11,Mobile App,West,Completed
O005038,C00042,2023-04-06,Retail Store,Midwest,Completed
O005039,C01354,2024-07-11,Online,West,Completed
O005040,C01141,2024-10-07,Mobile App,Northeast,Completed
O005041,C00122,2023-12-15,Online,Northeast,Completed
O005042,C01164,2025-08-21,Online,South,Completed
O005043,C01463,2025-09-19,Online,Midwest,Completed
O005044,C01086,2025-03-18,Marketplace,Midwest,Returned
O005045,C00602,2024-03-02,Retail Store,West,Completed
O005046,C00277,2023-01-11,Mobile App,West,Completed
O005047,C00540,2024-08-21,Online,West,Completed
O005048,C00894,2023-01-04,Mobile App,South,Completed
O005049,C00010,2023-09-29,Retail Store,Midwest,Completed
O005050,C00824,2025-01-17,Online,Northeast,Completed
O005051,C00904,2024-11-03,Retail Store,West,Returned
O005052,C01145,2025-05-07,Online,Midwest,Completed
O005053,C00820,2025-05-25,Marketplace,South,Completed
O005054,C01327,2023-11-03,Online,Midwest,Completed
O005055,C00321,2025-02-28,Mobile App,Midwest,Completed
O005056,C00493,2024-03-04,Retail Store,Midwest,Completed
O005057,C01069,2025-03-24,Retail Store,Northeast,Completed
O005058,C00595,2025-08-16,Online,South,Completed
O005059,C00933,2025-09-28,Retail Store,Midwest,Completed
O005060,C00076,2025-07-09,Retail Store,West,Returned
O005061,C00940,2023-03-23,Online,West,Completed
O005062,C01178,2025-03-08,Marketplace,Midwest,Completed
O005063,C00065,2025-02-27,Mobile App,Northeast,Completed
O005064,C00422,2024-12-03,Marketplace,West,Completed
O005065,C01063,2023-07-17,Online,Northeast,Completed
O005066,C00880,2025-10-14,Retail Store,Midwest,Completed
O005067,C01403,2023-11-27,Marketplace,Northeast,Completed
O005068,C00793,2025-05-19,Retail Store,Northeast,Completed
O005069,C00632,2025-04-20,Online,South,Completed
O005070,C01139,2024-11-10,Marketplace,West,Returned
O005071,C00672,2023-10-25,Marketplace,West,Completed
O005072,C01202,2023-05-17,Online,South,Completed
O005073,C01329,2025-12-29,Mobile App,Midwest,Returned
O005074,C00053,2023-05-12,Retail Store,West,Completed
O005075,C00396,2024-11-16,Marketplace,Midwest,Completed
O005076,C00934,2024-07-23,Marketplace,South,Completed
O005077,C01012,2025-01-24,Online,West,Completed
O005078,C01122,2024-06-07,Online,Midwest,Completed
O005079,C00557,2023-01-10,Online,Northeast,Completed
O005080,C00489,2023-04-03,Online,South,Completed
O005081,C01244,2023-03-24,Marketplace,West,Completed
O005082,C01151,2023-11-27,Retail Store,South,Completed
O005083,C00548,2025-07-17,Retail Store,South,Completed
O005084,C00236,2023-11-02,Marketplace,Midwest,Completed
O005085,C00565,2025-04-15,Marketplace,Midwest,Completed
O005086,C01366,2025-08-03,Marketplace,South,Returned
O005087,C01203,2024-10-22,Mobile App,South,Completed
O005088,C01420,2023-04-23,Marketplace,West,Completed
O005089,C00005,2024-02-04,Online,West,Returned
O005090,C00126,2023-02-11,Mobile App,Midwest,Returned
O005091,C00602,2023-05-01,Online,Northeast,Completed
O005092,C00953,2025-03-23,Retail Store,West,Completed
O005093,C00227,2023-01-02,Mobile App,West,Completed
O005094,C00900,2025-08-17,Marketplace,Northeast,Returned
O005095,C00606,2023-01-19,Mobile App,West,Completed
O005096,C00432,2023-02-18,Online,Midwest,Completed
O005097,C00278,2025-08-03,Mobile App,West,Completed
O005098,C00639,2023-10-22,Mobile App,Midwest,Completed
O005099,C00653,2024-04-20,Retail Store,Northeast,Completed
O005100,C00688,2025-09-15,Marketplace,South,Completed
O005101,C01339,2025-08-15,Online,South,Completed
O005102,C01421,2023-02-13,Online,West,Completed
O005103,C01359,2024-12-19,Mobile App,Northeast,Completed
O005104,C01437,2024-06-11,Marketplace,Northeast,Completed
O005105,C01459,2023-11-13,Marketplace,Northeast,Completed
O005106,C01344,2024-10-23,Online,Midwest,Completed
O005107,C00322,2024-01-02,Online,Midwest,Completed
O005108,C00686,2024-07-22,Mobile App,South,Returned
O005109,C00151,2025-10-22,Marketplace,West,Completed
O005110,C01064,2023-05-19,Online,South,Completed
O005111,C00458,2024-01-18,Marketplace,Northeast,Completed
O005112,C00731,2025-02-27,Retail Store,Midwest,Completed
O005113,C00245,2023-08-14,Online,Midwest,Cancelled
O005114,C01020,2024-12-13,Online,Midwest,Returned
O005115,C01152,2025-02-03,Marketplace,Northeast,Completed
O005116,C00190,2024-06-30,Mobile App,Midwest,Completed
O005117,C00652,2025-06-07,Marketplace,South,Completed
O005118,C00883,2024-05-19,Online,Midwest,Completed
O005119,C00750,2024-12-09,Online,Northeast,Completed
O005120,C00155,2025-07-03,Mobile App,Midwest,Completed
O005121,C00138,2024-11-16,Mobile App,South,Completed
O005122,C01086,2024-05-29,Online,Midwest,Completed
O005123,C01409,2025-10-05,Mobile App,West,Returned
O005124,C00813,2025-05-03,Retail Store,Northeast,Completed
O005125,C00687,2023-11-01,Mobile App,West,Completed
O005126,C00081,2024-06-19,Online,West,Completed
O005127,C00344,2024-07-06,Marketplace,Northeast,Completed
O005128,C00917,2024-05-29,Retail Store,South,Completed
O005129,C00823,2023-09-02,Online,South,Returned
O005130,C01491,2024-05-26,Online,Northeast,Completed
O005131,C00676,2025-11-20,Online,Northeast,Completed
O005132,C00579,2024-01-30,Online,South,Completed
O005133,C00695,2023-08-19,Marketplace,Northeast,Completed
O005134,C01212,2024-11-29,Online,West,Returned
O005135,C00200,2024-04-28,Marketplace,Northeast,Completed
O005136,C00281,2025-05-06,Online,Northeast,Returned
O005137,C00918,2024-08-18,Marketplace,West,Completed
O005138,C01446,2023-08-24,Retail Store,South,Completed
O005139,C00106,2025-03-23,Marketplace,South,Completed
O005140,C01198,2025-11-08,Retail Store,Midwest,Completed
O005141,C01186,2025-03-07,Mobile App,Northeast,Completed
O005142,C00757,2024-06-15,Marketplace,West,Completed
O005143,C00801,2023-09-03,Retail Store,West,Completed
O005144,C00433,2025-11-15,Online,Northeast,Completed
O005145,C00621,2024-12-08,Mobile App,Northeast,Completed
O005146,C01330,2025-03-22,Online,Midwest,Completed
O005147,C00296,2025-12-18,Retail Store,West,Completed
O005148,C00048,2023-09-18,Marketplace,South,Cancelled
O005149,C00522,2025-09-28,Online,West,Completed
O005150,C00744,2024-03-21,Marketplace,Midwest,Completed
O005151,C01409,2023-08-31,Retail Store,Northeast,Completed
O005152,C00075,2024-05-17,Mobile App,Midwest,Completed
O005153,C01384,2024-07-25,Marketplace,South,Completed
O005154,C01208,2025-11-10,Mobile App,Northeast,Completed
O005155,C00759,2024-02-06,Marketplace,South,Returned
O005156,C00285,2025-06-11,Mobile App,South,Completed
O005157,C00698,2023-12-23,Mobile App,West,Completed
O005158,C00695,2024-02-26,Marketplace,Midwest,Completed
O005159,C00275,2023-03-09,Online,South,Completed
O005160,C00267,2023-02-24,Retail Store,West,Returned
O005161,C01353,2023-10-01,Retail Store,West,Completed
O005162,C00569,2025-01-17,Online,South,Completed
O005163,C01273,2024-07-31,Online,South,Completed
O005164,C01083,2024-05-03,Marketplace,Northeast,Completed
O005165,C00870,2025-08-17,Marketplace,Northeast,Returned
O005166,C00988,2024-06-10,Mobile App,West,Completed
O005167,C01356,2023-07-19,Online,Northeast,Completed
O005168,C00506,2025-11-09,Marketplace,Midwest,Completed
O005169,C01316,2023-02-06,Marketplace,Northeast,Completed
O005170,C00386,2024-12-09,Retail Store,South,Completed
O005171,C00275,2024-04-07,Retail Store,South,Completed
O005172,C00924,2025-10-05,Mobile App,West,Completed
O005173,C00099,2025-07-02,Mobile App,Midwest,Completed
O005174,C00383,2025-12-03,Online,Midwest,Completed
O005175,C00466,2025-06-03,Marketplace,Northeast,Completed
O005176,C01111,2025-03-22,Retail Store,West,Completed
O005177,C00679,2024-08-07,Mobile App,West,Completed
O005178,C00973,2024-09-29,Online,West,Completed
O005179,C01078,2024-05-15,Retail Store,South,Completed
O005180,C00650,2023-04-22,Retail Store,South,Completed
O005181,C00843,2025-08-29,Marketplace,Midwest,Completed
O005182,C00441,2023-05-20,Marketplace,West,Completed
O005183,C01267,2024-04-05,Retail Store,Midwest,Completed
O005184,C00236,2023-10-04,Retail Store,Northeast,Completed
O005185,C00179,2024-11-11,Retail Store,Northeast,Completed
O005186,C00822,2025-05-15,Mobile App,South,Completed
O005187,C00599,2025-02-15,Marketplace,Midwest,Completed
O005188,C00277,2025-09-07,Online,South,Completed
O005189,C00200,2023-02-17,Retail Store,Northeast,Completed
O005190,C00810,2025-05-02,Mobile App,Northeast,Completed
O005191,C00221,2024-10-24,Retail Store,Midwest,Completed
O005192,C00912,2023-03-29,Online,West,Completed
O005193,C00004,2023-01-29,Retail Store,Northeast,Completed
O005194,C00559,2025-09-17,Mobile App,South,Completed
O005195,C00868,2024-08-23,Retail Store,West,Completed
O005196,C00092,2024-09-01,Retail Store,South,Completed
O005197,C00680,2025-08-09,Online,South,Completed
O005198,C00482,2024-06-08,Retail Store,South,Completed
O005199,C01393,2025-02-03,Marketplace,West,Completed
O005200,C00686,2023-09-24,Marketplace,West,Completed
O005201,C00614,2023-05-23,Marketplace,Northeast,Completed
O005202,C00154,2025-08-21,Mobile App,West,Completed
O005203,C01353,2025-04-25,Online,Northeast,Completed
O005204,C01450,2025-03-18,Marketplace,West,Completed
O005205,C00311,2024-07-13,Online,West,Completed
O005206,C00472,2023-12-15,Retail Store,Midwest,Completed
O005207,C00447,2024-05-16,Mobile App,Northeast,Completed
O005208,C00743,2025-01-31,Retail Store,South,Completed
O005209,C00424,2025-02-16,Retail Store,West,Completed
O005210,C01355,2023-07-11,Marketplace,Northeast,Completed
O005211,C00791,2024-09-01,Retail Store,West,Completed
O005212,C01393,2023-05-28,Marketplace,South,Completed
O005213,C01373,2024-02-24,Mobile App,West,Completed
O005214,C00684,2023-12-27,Marketplace,West,Completed
O005215,C00131,2023-03-20,Retail Store,Midwest,Cancelled
O005216,C00127,2024-03-21,Marketplace,Northeast,Completed
O005217,C00735,2023-08-30,Online,Northeast,Completed
O005218,C01459,2025-11-11,Online,West,Completed
O005219,C00186,2025-10-23,Mobile App,Northeast,Completed
O005220,C01294,2024-02-05,Mobile App,West,Completed
O005221,C01288,2023-11-24,Mobile App,West,Completed
O005222,C00944,2025-03-14,Marketplace,West,Completed
O005223,C00972,2024-09-02,Online,Northeast,Completed
O005224,C00667,2025-02-25,Retail Store,Northeast,Completed
O005225,C00102,2025-09-06,Mobile App,Northeast,Completed
O005226,C00264,2023-08-03,Marketplace,South,Completed
O005227,C00041,2024-06-20,Mobile App,West,Completed
O005228,C00737,2024-08-11,Marketplace,Northeast,Completed
O005229,C00354,2023-05-19,Retail Store,Midwest,Completed
O005230,C00969,2025-04-27,Marketplace,Northeast,Returned
O005231,C00318,2024-11-19,Mobile App,South,Completed
O005232,C01140,2023-09-23,Marketplace,Midwest,Completed
O005233,C00012,2025-06-14,Mobile App,South,Completed
O005234,C00483,2023-12-30,Retail Store,South,Completed
O005235,C00213,2025-06-17,Retail Store,West,Completed
O005236,C00993,2025-04-19,Mobile App,Midwest,Completed
O005237,C00845,2025-10-18,Retail Store,Midwest,Completed
O005238,C01065,2025-07-20,Mobile App,South,Completed
O005239,C01487,2023-09-09,Online,Midwest,Completed
O005240,C00826,2025-09-10,Retail Store,Midwest,Returned
O005241,C01112,2023-02-22,Online,Midwest,Completed
O005242,C00004,2023-01-22,Marketplace,Northeast,Completed
