order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_percent
OI0011530,O004657,P0108,2,299.87,137.39,0
OI0011531,O004657,P0022,4,192.12,85.66,0
OI0011532,O004657,P0084,1,42.76,20.69,0
OI0011533,O004658,P0093,2,64.09,40.65,0
OI0011534,O004658,P0021,1,217.0,157.06,0
OI0011535,O004658,P0031,1,254.7,145.72,15
OI0011536,O004659,P0030,2,90.28,41.7,0
OI0011537,O004659,P0044,2,279.36,162.6,0
OI0011538,O004659,P0103,1,100.44,47.01,10
OI0011539,O004660,P0090,2,60.09,33.62,10
OI0011540,O004660,P0014,2,189.67,104.55,25
OI0011541,O004660,P0061,3,241.21,110.37,0
OI0011542,O004661,P0025,1,187.19,125.9,0
OI0011543,O004661,P0052,1,142.04,68.52,0
OI0011544,O004661,P0001,1,58.62,26.48,15
OI0011545,O004662,P0012,1,20.32,10.75,0
OI0011546,O004662,P0081,1,96.93,49.39,0
OI0011547,O004662,P0091,1,196.39,82.27,15
OI0011548,O004662,P0113,3,152.02,79.85,0
OI0011549,O004663,P0055,2,150.07,98.61,15
OI0011550,O004663,P0004,-1,114.79,53.81,0
OI0011551,O004663,P0015,1,147.82,103.39,0
OI0011552,O004664,P0072,4,272.32,149.77,5
OI0011553,O004664,P0036,3,71.47,40.11,5
OI0011554,O004664,P0066,2,103.29,50.62,0
OI0011555,O004664,P0052,-1,142.04,68.52,0
OI0011556,O004665,P0119,2,78.86,37.39,0
OI0011557,O004665,P0095,1,202.91,139.2,20
OI0011558,O004665,P0065,3,270.21,125.01,20
OI0011559,O004665,P0051,1,104.92,60.39,15
OI0011560,O004666,P0019,3,36.3,22.04,5
OI0011561,O004667,P0094,1,309.52,160.91,10
OI0011562,O004667,P0033,3,211.78,114.87,0
OI0011563,O004667,P0082,1,64.05,28.14,0
OI0011564,O004668,P0092,1,51.3,24.69,5
OI0011565,O004669,P0012,1,20.32,10.75,15
OI0011566,O004669,P0014,1,189.67,104.55,0
OI0011567,O004670,P0102,4,195.72,100.75,0
OI0011568,O004671,P0022,3,192.12,85.66,15
OI0011569,O004672,P0054,1,83.38,49.27,0
OI0011570,O004673,P0025,1,187.19,125.9,0
OI0011571,O004673,P0087,1,136.09,59.78,0
OI0011572,O004673,P0066,1,103.29,50.62,5
OI0011573,O004673,P0008,1,223.03,120.69,0
OI0011574,O004674,P0073,1,372.75,170.56,5
OI0011575,O004674,P0015,1,147.82,103.39,20
OI0011576,O004674,P0115,3,66.66,49.6,5
OI0011577,O004675,P0106,2,56.39,27.98,10
OI0011578,O004676,P0111,4,116.59,86.94,15
OI0011579,O004677,P0057,3,95.09,41.82,0
OI0011580,O004677,P0087,1,136.09,59.78,0
OI0011581,O004677,P0054,1,83.38,49.27,0
OI0011582,O004678,P0098,2,17.88,10.05,15
OI0011583,O004678,P0111,3,116.59,86.94,0
OI0011584,O004678,P0029,1,35.33,21.58,10
OI0011585,O004678,P0055,1,150.07,98.61,25
OI0011586,O004679,P0005,1,181.52,92.02,0
OI0011587,O004679,P0100,-1,280.83,119.83,10
OI0011588,O004679,P0083,2,63.1,34.73,20
OI0011589,O004680,P0056,2,385.75,167.31,0
OI0011590,O004680,P0007,1,180.16,110.8,25
OI0011591,O004680,P0119,1,78.86,37.39,0
OI0011592,O004681,P0001,1,58.62,26.48,0
OI0011593,O004681,P0102,3,195.72,100.75,10
OI0011594,O004681,P0117,1,252.27,158.43,10
OI0011595,O004682,P0103,2,100.44,47.01,0
OI0011596,O004682,P0107,1,140.71,82.95,10
OI0011597,O004682,P0087,1,136.09,59.78,10
OI0011598,O004682,P0118,1,177.52,114.17,5
OI0011599,O004683,P0098,1,17.88,10.05,20
OI0011600,O004683,P0070,1,131.06,75.18,0
OI0011601,O004683,P0115,4,66.66,49.6,10
OI0011602,O004684,P0088,1,236.31,102.24,5
OI0011603,O004684,P0071,1,66.14,34.77,0
OI0011604,O004685,P0089,1,49.96,38.06,15
OI0011605,O004686,P0029,1,35.33,21.58,15
OI0011606,O004686,P0073,1,372.75,170.56,0
OI0011607,O004686,P0030,3,90.28,41.7,10
OI0011608,O004687,P0048,1,316.06,150.66,5
OI0011609,O004687,P0111,1,116.59,86.94,0
OI0011610,O004688,P0074,1,62.08,27.78,10
OI0011611,O004688,P0049,-1,59.24,43.15,0
OI0011612,O004689,P0042,1,79.85,35.8,0
OI0011613,O004689,P0108,3,299.87,137.39,0
OI0011614,O004690,P0031,2,254.7,145.72,15
OI0011615,O004690,P0084,1,42.76,20.69,0
OI0011616,O004691,P0027,1,283.79,152.07,0
OI0011617,O004691,P0057,1,95.09,41.82,20
OI0011618,O004691,P0059,3,310.18,133.96,15
OI0011619,O004691,P0007,3,180.16,110.8,25
OI0011620,O004692,P0047,1,243.5,159.8,20
OI0011621,O004692,P0004,1,114.79,53.81,10
OI0011622,O004692,P0099,2,179.3,114.96,20
OI0011623,O004693,P0086,2,263.23,167.09,0
OI0011624,O004693,P0039,1,66.47,46.73,5
OI0011625,O004693,P0029,1,35.33,21.58,5
OI0011626,O004694,P0115,1,66.66,49.6,10
OI0011627,O004694,P0103,1,100.44,47.01,20
OI0011628,O004694,P0082,1,64.05,28.14,0
OI0011629,O004694,P0115,1,66.66,49.6,0
OI0011630,O004695,P0059,1,310.18,133.96,5
OI0011631,O004695,P0055,2,150.07,98.61,15
OI0011632,O004695,P0062,2,274.98,138.35,5
OI0011633,O004696,P0052,4,142.04,68.52,0
OI0011634,O004696,P0012,2,20.32,10.75,10
OI0011635,O004696,P0073,3,372.75,170.56,15
OI0011636,O004696,P0065,1,270.21,125.01,0
OI0011637,O004697,P0026,1,187.78,112.59,25
OI0011638,O004697,P0045,2,354.19,170.05,10
OI0011639,O004697,P0019,1,36.3,22.04,10
OI0011640,O004697,P0043,4,33.48,14.68,0
OI0011641,O004698,P0050,1,171.47,76.47,0
OI0011642,O004698,P0069,1,259.35,175.47,15
OI0011643,O004698,P0082,-1,64.05,28.14,5
OI0011644,O004698,P0070,2,131.06,75.18,10
OI0011645,O004699,P0011,1,116.27,72.14,10
OI0011646,O004699,P0076,1,81.73,46.21,15
OI0011647,O004699,P0085,2,142.09,59.82,0
OI0011648,O004700,P0099,1,179.3,114.96,0
OI0011649,O004701,P0015,1,147.82,103.39,0
OI0011650,O004701,P0016,1,182.65,108.43,0
OI0011651,O004702,P0025,1,187.19,125.9,0
OI0011652,O004703,P0008,4,223.03,120.69,0
OI0011653,O004703,P0111,1,116.59,86.94,0
OI0011654,O004704,P0111,1,116.59,86.94,0
OI0011655,O004704,P0037,3,171.97,76.8,5
OI0011656,O004705,P0120,1,123.81,98.52,5
OI0011657,O004705,P0100,1,280.83,119.83,10
OI0011658,O004705,P0114,1,41.45,23.84,0
OI0011659,O004706,P0010,2,236.09,100.66,10
OI0011660,O004706,P0007,3,180.16,110.8,0
OI0011661,O004706,P0045,1,354.19,170.05,0
OI0011662,O004707,P0103,3,100.44,47.01,5
OI0011663,O004707,P0097,1,163.15,70.37,0
OI0011664,O004707,P0043,2,33.48,14.68,10
OI0011665,O004707,P0113,3,152.02,79.85,15
OI0011666,O004708,P0048,1,316.06,150.66,0
OI0011667,O004708,P0054,3,83.38,49.27,10
OI0011668,O004709,P0001,1,58.62,26.48,5
OI0011669,O004709,P0067,3,33.07,19.77,0
OI0011670,O004709,P0004,1,114.79,53.81,10
OI0011671,O004709,P0118,1,177.52,114.17,10
OI0011672,O004710,P0115,2,66.66,49.6,0
OI0011673,O004710,P0047,2,243.5,159.8,5
OI0011674,O004710,P0047,1,243.5,159.8,0
OI0011675,O004711,P0049,3,59.24,43.15,0
OI0011676,O004711,P0076,1,81.73,46.21,5
OI0011677,O004712,P0097,2,163.15,70.37,0
OI0011678,O004712,P0104,4,71.93,33.51,0
OI0011679,O004712,P0080,1,392.84,163.94,10
OI0011680,O004713,P0073,1,372.75,170.56,0
OI0011681,O004713,P0042,1,79.85,35.8,0
OI0011682,O004713,P0027,2,283.79,152.07,0
OI0011683,O004713,P0018,1,281.84,146.67,0
OI0011684,O004714,P0002,1,230.82,108.89,0
OI0011685,O004714,P0031,1,254.7,145.72,0
OI0011686,O004714,P0109,1,39.14,21.27,15
OI0011687,O004715,P0030,2,90.28,41.7,0
OI0011688,O004715,P0108,3,299.87,137.39,0
OI0011689,O004715,P0094,1,309.52,160.91,0
OI0011690,O004716,P0051,1,104.92,60.39,0
OI0011691,O004716,P0054,4,83.38,49.27,5
OI0011692,O004716,P0003,-1,171.57,88.27,15
OI0011693,O004716,P0011,1,116.27,72.14,10
OI0011694,O004717,P0113,1,152.02,79.85,15
OI0011695,O004718,P0072,2,272.32,149.77,0
OI0011696,O004719,P0005,1,181.52,92.02,0
OI0011697,O004719,P0031,1,254.7,145.72,15
OI0011698,O004720,P0020,3,185.28,120.72,5
OI0011699,O004721,P0003,1,171.57,88.27,0
OI0011700,O004721,P0036,2,71.47,40.11,20
OI0011701,O004721,P0023,1,15.34,8.57,5
OI0011702,O004721,P0012,1,20.32,10.75,10
OI0011703,O004722,P0088,3,236.31,102.24,20
OI0011704,O004722,P0103,3,100.44,47.01,0
OI0011705,O004723,P0011,3,116.27,72.14,5
OI0011706,O004724,P0079,1,28.55,21.67,5
OI0011707,O004724,P0002,2,230.82,108.89,0
OI0011708,O004724,P0053,1,23.29,11.09,0
OI0011709,O004724,P0033,2,211.78,114.87,5
OI0011710,O004725,P0089,1,49.96,38.06,15
OI0011711,O004725,P0010,3,236.09,100.66,10
OI0011712,O004725,P0007,1,180.16,110.8,0
OI0011713,O004726,P0012,1,20.32,10.75,10
OI0011714,O004726,P0095,3,202.91,139.2,25
OI0011715,O004727,P0059,1,310.18,133.96,5
OI0011716,O004727,P0015,2,147.82,103.39,10
OI0011717,O004727,P0120,4,123.81,98.52,0
OI0011718,O004728,P0106,2,56.39,27.98,15
OI0011719,O004728,P0068,1,103.65,44.29,5
OI0011720,O004729,P0120,2,123.81,98.52,0
OI0011721,O004729,P0001,1,58.62,26.48,15
OI0011722,O004729,P0087,1,136.09,59.78,0
OI0011723,O004729,P0056,1,385.75,167.31,5
OI0011724,O004730,P0045,1,354.19,170.05,0
OI0011725,O004730,P0117,2,252.27,158.43,10
OI0011726,O004731,P0088,1,236.31,102.24,15
OI0011727,O004731,P0093,2,64.09,40.65,0
OI0011728,O004731,P0081,1,96.93,49.39,20
OI0011729,O004731,P0110,1,311.63,167.87,20
OI0011730,O004732,P0012,1,20.32,10.75,10
OI0011731,O004733,P0102,1,195.72,100.75,0
OI0011732,O004733,P0097,2,163.15,70.37,10
OI0011733,O004733,P0062,2,274.98,138.35,0
OI0011734,O004734,P0087,1,136.09,59.78,0
OI0011735,O004734,P0054,1,83.38,49.27,10
OI0011736,O004735,P0076,4,81.73,46.21,10
OI0011737,O004735,P0052,1,142.04,68.52,15
OI0011738,O004735,P0119,2,78.86,37.39,20
OI0011739,O004736,P0024,2,169.87,104.81,0
OI0011740,O004736,P0058,1,224.02,143.13,15
OI0011741,O004736,P0097,1,163.15,70.37,5
OI0011742,O004737,P0060,1,306.49,149.27,10
OI0011743,O004738,P0053,1,23.29,11.09,5
OI0011744,O004739,P0006,3,273.98,150.3,0
OI0011745,O004740,P0075,1,134.51,78.21,15
OI0011746,O004740,P0049,1,59.24,43.15,15
OI0011747,O004741,P0010,1,236.09,100.66,15
OI0011748,O004741,P0075,1,134.51,78.21,0
OI0011749,O004741,P0085,2,142.09,59.82,10
OI0011750,O004742,P0104,1,71.93,33.51,0
OI0011751,O004742,P0118,1,177.52,114.17,10
OI0011752,O004742,P0066,1,103.29,50.62,0
OI0011753,O004742,P0089,2,49.96,38.06,0
OI0011754,O004743,P0005,1,181.52,92.02,15
OI0011755,O004744,P0062,1,274.98,138.35,0
OI0011756,O004744,P0011,1,116.27,72.14,0
OI0011757,O004744,P0050,1,171.47,76.47,0
OI0011758,O004744,P0119,2,78.86,37.39,0
OI0011759,O004745,P0104,2,71.93,33.51,5
OI0011760,O004745,P0076,1,81.73,46.21,0
OI0011761,O004745,P0039,1,66.47,46.73,10
OI0011762,O004746,P0096,3,280.31,123.46,0
OI0011763,O004746,P0041,2,46.27,32.89,25
OI0011764,O004747,P0117,2,252.27,158.43,0
OI0011765,O004747,P0103,1,100.44,47.01,0
OI0011766,O004748,P0104,1,71.93,33.51,0
OI0011767,O004748,P0005,1,181.52,92.02,0
OI0011768,O004748,P0072,1,272.32,149.77,15
OI0011769,O004749,P0032,2,148.44,75.4,5
OI0011770,O004749,P0033,2,211.78,114.87,10
OI0011771,O004750,P0003,3,171.57,88.27,0
OI0011772,O004750,P0043,2,33.48,14.68,0
OI0011773,O004750,P0047,1,243.5,159.8,5
OI0011774,O004750,P0110,1,311.63,167.87,0
OI0011775,O004751,P0095,-1,202.91,139.2,10
OI0011776,O004752,P0065,3,270.21,125.01,10
OI0011777,O004753,P0008,2,223.03,120.69,0
OI0011778,O004753,P0052,1,142.04,68.52,0
OI0011779,O004753,P0073,1,372.75,170.56,0
OI0011780,O004754,P0110,-1,311.63,167.87,0
OI0011781,O004754,P0038,2,81.71,51.71,0
OI0011782,O004755,P0060,4,306.49,149.27,0
OI0011783,O004756,P0058,1,224.02,143.13,10
OI0011784,O004757,P0060,1,306.49,149.27,5
OI0011785,O004757,P0102,3,195.72,100.75,0
OI0011786,O004757,P0034,1,265.11,120.64,20
OI0011787,O004758,P0119,1,78.86,37.39,10
OI0011788,O004758,P0059,1,310.18,133.96,0
OI0011789,O004758,P0002,3,230.82,108.89,15
OI0011790,O004758,P0079,2,28.55,21.67,0
OI0011791,O004759,P0033,2,211.78,114.87,5
OI0011792,O004760,P0010,1,236.09,100.66,5
OI0011793,O004760,P0035,2,326.93,146.56,10
OI0011794,O004760,P0101,2,338.95,156.07,15
OI0011795,O004760,P0118,2,177.52,114.17,0
OI0011796,O004761,P0045,1,354.19,170.05,0
OI0011797,O004761,P0049,1,59.24,43.15,10
OI0011798,O004761,P0083,1,63.1,34.73,15
OI0011799,O004761,P0001,1,58.62,26.48,0
OI0011800,O004762,P0075,1,134.51,78.21,10
OI0011801,O004762,P0046,2,310.17,133.53,15
OI0011802,O004763,P0102,1,195.72,100.75,0
OI0011803,O004764,P0010,2,236.09,100.66,15
OI0011804,O004764,P0027,1,283.79,152.07,0
OI0011805,O004765,P0012,1,20.32,10.75,0
OI0011806,O004765,P0082,-1,64.05,28.14,20
OI0011807,O004766,P0019,2,36.3,22.04,15
OI0011808,O004767,P0040,1,214.96,89.94,0
OI0011809,O004768,P0081,1,96.93,49.39,20
OI0011810,O004768,P0087,4,136.09,59.78,5
OI0011811,O004768,P0033,2,211.78,114.87,15
OI0011812,O004768,P0013,3,127.84,91.01,15
OI0011813,O004769,P0077,1,9.56,6.81,15
OI0011814,O004769,P0081,2,96.93,49.39,0
OI0011815,O004770,P0074,3,62.08,27.78,0
OI0011816,O004771,P0087,1,136.09,59.78,25
OI0011817,O004772,P0026,1,187.78,112.59,0
OI0011818,O004772,P0079,1,28.55,21.67,0
OI0011819,O004773,P0012,1,20.32,10.75,5
OI0011820,O004773,P0093,1,64.09,40.65,15
OI0011821,O004773,P0028,4,307.09,179.34,10
OI0011822,O004774,P0016,2,182.65,108.43,0
OI0011823,O004775,P0041,4,46.27,32.89,15
OI0011824,O004776,P0053,2,23.29,11.09,0
OI0011825,O004776,P0048,1,316.06,150.66,5
OI0011826,O004777,P0078,4,268.06,129.83,20
OI0011827,O004777,P0045,4,354.19,170.05,20
OI0011828,O004778,P0077,2,9.56,6.81,0
OI0011829,O004778,P0035,1,326.93,146.56,5
OI0011830,O004778,P0029,1,35.33,21.58,0
OI0011831,O004778,P0074,1,62.08,27.78,0
OI0011832,O004779,P0053,1,23.29,11.09,0
OI0011833,O004780,P0031,3,254.7,145.72,15
OI0011834,O004781,P0076,2,81.73,46.21,0
OI0011835,O004781,P0024,2,169.87,104.81,10
OI0011836,O004782,P0017,3,30.38,15.75,0
OI0011837,O004782,P0009,-1,102.74,56.37,20
OI0011838,O004782,P0095,1,202.91,139.2,0
OI0011839,O004782,P0006,2,273.98,150.3,10
OI0011840,O004783,P0016,2,182.65,108.43,0
OI0011841,O004783,P0047,1,243.5,159.8,5
OI0011842,O004784,P0059,1,310.18,133.96,0
OI0011843,O004784,P0116,2,53.16,36.42,5
OI0011844,O004784,P0010,1,236.09,100.66,10
OI0011845,O004784,P0033,2,211.78,114.87,0
OI0011846,O004785,P0017,1,30.38,15.75,10
OI0011847,O004785,P0064,2,60.15,32.62,0
OI0011848,O004785,P0011,1,116.27,72.14,10
OI0011849,O004785,P0092,1,51.3,24.69,10
OI0011850,O004786,P0034,1,265.11,120.64,15
OI0011851,O004787,P0040,3,214.96,89.94,5
OI0011852,O004787,P0107,1,140.71,82.95,20
OI0011853,O004788,P0017,1,30.38,15.75,15
OI0011854,O004788,P0079,2,28.55,21.67,10
OI0011855,O004788,P0120,1,123.81,98.52,0
OI0011856,O004789,P0086,1,263.23,167.09,0
OI0011857,O004790,P0108,1,299.87,137.39,5
OI0011858,O004791,P0089,1,49.96,38.06,10
OI0011859,O004791,P0043,1,33.48,14.68,0
OI0011860,O004791,P0049,1,59.24,43.15,20
OI0011861,O004791,P0094,3,309.52,160.91,15
OI0011862,O004792,P0064,4,60.15,32.62,15
OI0011863,O004792,P0108,2,299.87,137.39,25
OI0011864,O004793,P0019,3,36.3,22.04,0
OI0011865,O004793,P0048,3,316.06,150.66,10
OI0011866,O004794,P0032,1,148.44,75.4,110
OI0011867,O004794,P0038,2,81.71,51.71,0
OI0011868,O004794,P0013,2,127.84,91.01,10
OI0011869,O004795,P0055,2,150.07,98.61,15
OI0011870,O004795,P0094,3,309.52,160.91,5
OI0011871,O004795,P0021,1,217.0,157.06,5
OI0011872,O004795,P0054,4,83.38,49.27,10
OI0011873,O004796,P0006,1,273.98,150.3,5
OI0011874,O004796,P0010,2,236.09,100.66,5
OI0011875,O004796,P0032,1,148.44,75.4,0
OI0011876,O004797,P0031,3,254.7,145.72,0
OI0011877,O004797,P0094,1,309.52,160.91,5
OI0011878,O004798,P0062,2,274.98,138.35,10
OI0011879,O004799,P0030,1,90.28,41.7,0
OI0011880,O004799,P0009,1,102.74,56.37,0
OI0011881,O004799,P0066,1,103.29,50.62,0
OI0011882,O004799,P0107,3,140.71,82.95,0
OI0011883,O004800,P0073,1,372.75,170.56,5
OI0011884,O004800,P0046,2,310.17,133.53,5
OI0011885,O004801,P0020,1,185.28,120.72,5
OI0011886,O004801,P0089,-1,49.96,38.06,20
OI0011887,O004802,P0079,1,28.55,21.67,5
OI0011888,O004803,P0120,1,123.81,98.52,20
OI0011889,O004803,P0070,2,131.06,75.18,0
OI0011890,O004803,P0017,2,30.38,15.75,5
OI0011891,O004804,P0022,2,192.12,85.66,0
OI0011892,O004804,P0063,1,8.2,5.54,5
OI0011893,O004804,P0096,1,280.31,123.46,5
OI0011894,O004804,P0057,3,95.09,41.82,0
OI0011895,O004805,P0009,2,102.74,56.37,0
OI0011896,O004805,P0017,-1,30.38,15.75,10
OI0011897,O004805,P0073,-1,372.75,170.56,10
OI0011898,O004806,P0015,1,147.82,103.39,10
OI0011899,O004806,P0028,2,307.09,179.34,0
OI0011900,O004806,P0041,4,46.27,32.89,0
OI0011901,O004806,P0104,-1,71.93,33.51,0
OI0011902,O004807,P0118,2,177.52,114.17,10
OI0011903,O004807,P0085,2,142.09,59.82,10
OI0011904,O004807,P0118,1,177.52,114.17,5
OI0011905,O004808,P0040,1,214.96,89.94,0
OI0011906,O004808,P0037,3,171.97,76.8,0
OI0011907,O004809,P0010,1,236.09,100.66,0
OI0011908,O004809,P0044,1,279.36,162.6,15
OI0011909,O004809,P0097,2,163.15,70.37,15
OI0011910,O004809,P0051,1,104.92,60.39,5
OI0011911,O004810,P0105,2,124.3,57.25,10
OI0011912,O004810,P0096,2,280.31,123.46,0
OI0011913,O004810,P0046,4,310.17,133.53,0
OI0011914,O004810,P0089,2,49.96,38.06,0
OI0011915,O004811,P0007,2,180.16,110.8,0
OI0011916,O004811,P0055,2,150.07,98.61,0
OI0011917,O004811,P0020,1,185.28,120.72,10
OI0011918,O004811,P0047,2,243.5,159.8,0
OI0011919,O004812,P0040,2,214.96,89.94,10
OI0011920,O004813,P0082,4,64.05,28.14,10
OI0011921,O004813,P0015,1,147.82,103.39,5
OI0011922,O004814,P0092,1,51.3,24.69,10
OI0011923,O004814,P0034,1,265.11,120.64,10
OI0011924,O004814,P0086,2,263.23,167.09,25
OI0011925,O004814,P0059,2,310.18,133.96,5
OI0011926,O004815,P0096,2,280.31,123.46,15
OI0011927,O004815,P0035,1,326.93,146.56,0
OI0011928,O004815,P0116,1,53.16,36.42,10
OI0011929,O004815,P0113,2,152.02,79.85,5
OI0011930,O004816,P0042,3,79.85,35.8,5
OI0011931,O004816,P0037,1,171.97,76.8,0
OI0011932,O004816,P0050,3,171.47,76.47,5
OI0011933,O004816,P0011,3,116.27,72.14,5
OI0011934,O004817,P0063,1,8.2,5.54,0
OI0011935,O004817,P0075,1,134.51,78.21,10
OI0011936,O004817,P0083,3,63.1,34.73,5
OI0011937,O004818,P0011,1,116.27,72.14,0
OI0011938,O004818,P0051,2,104.92,60.39,0
OI0011939,O004818,P0078,1,268.06,129.83,10
OI0011940,O004818,P0010,1,236.09,100.66,0
OI0011941,O004819,P0067,2,33.07,19.77,15
OI0011942,O004819,P0021,1,217.0,157.06,10
OI0011943,O004819,P0057,2,95.09,41.82,15
OI0011944,O004820,P0109,3,39.14,21.27,0
OI0011945,O004821,P0008,1,223.03,120.69,0
OI0011946,O004821,P0107,1,140.71,82.95,20
OI0011947,O004822,P0111,1,116.59,86.94,20
OI0011948,O004822,P0037,1,171.97,76.8,5
OI0011949,O004822,P0077,3,9.56,6.81,10
OI0011950,O004822,P0056,1,385.75,167.31,20
OI0011951,O004823,P0036,1,71.47,40.11,15
OI0011952,O004823,P0017,-1,30.38,15.75,5
OI0011953,O004823,P0102,4,195.72,100.75,0
OI0011954,O004824,P0033,2,211.78,114.87,5
OI0011955,O004824,P0106,1,56.39,27.98,15
OI0011956,O004824,P0063,4,8.2,5.54,10
OI0011957,O004824,P0027,1,283.79,152.07,0
OI0011958,O004825,P0006,1,273.98,150.3,5
OI0011959,O004825,P0005,1,181.52,92.02,5
OI0011960,O004825,P0048,1,316.06,150.66,0
OI0011961,O004825,P0029,3,35.33,21.58,10
OI0011962,O004826,P0083,1,63.1,34.73,20
OI0011963,O004826,P0108,3,299.87,137.39,10
OI0011964,O004827,P0011,1,116.27,72.14,5
OI0011965,O004827,P0113,1,152.02,79.85,5
OI0011966,O004827,P0034,3,265.11,120.64,0
OI0011967,O004827,P0016,4,182.65,108.43,25
OI0011968,O004828,P0036,1,71.47,40.11,20
OI0011969,O004829,P0032,1,148.44,75.4,10
OI0011970,O004829,P0091,2,196.39,82.27,5
OI0011971,O004829,P0117,4,252.27,158.43,0
OI0011972,O004829,P0054,2,83.38,49.27,0
OI0011973,O004830,P0105,3,124.3,57.25,0
OI0011974,O004830,P0045,2,354.19,170.05,5
OI0011975,O004830,P0117,2,252.27,158.43,5
OI0011976,O004830,P0054,1,83.38,49.27,0
OI0011977,O004831,P0043,1,33.48,14.68,15
OI0011978,O004831,P0110,2,311.63,167.87,0
OI0011979,O004831,P0027,3,283.79,152.07,0
OI0011980,O004831,P0097,1,163.15,70.37,20
OI0011981,O004832,P0071,3,66.14,34.77,5
OI0011982,O004832,P0005,1,181.52,92.02,5
OI0011983,O004833,P0066,1,103.29,50.62,15
OI0011984,O004833,P0026,1,187.78,112.59,20
OI0011985,O004833,P0023,3,15.34,8.57,0
OI0011986,O004833,P0012,1,20.32,10.75,5
OI0011987,O004834,P0066,3,103.29,50.62,0
OI0011988,O004835,P0118,2,177.52,114.17,0
OI0011989,O004835,P0036,1,71.47,40.11,10
OI0011990,O004835,P0006,3,273.98,150.3,5
OI0011991,O004835,P0061,1,241.21,110.37,5
OI0011992,O004836,P0107,1,140.71,82.95,0
OI0011993,O004836,P0042,4,79.85,35.8,0
OI0011994,O004837,P0071,2,66.14,34.77,10
OI0011995,O004837,P0086,1,263.23,167.09,0
OI0011996,O004837,P0108,2,299.87,137.39,0
OI0011997,O004837,P0041,1,46.27,32.89,0
OI0011998,O004838,P0053,2,23.29,11.09,0
OI0011999,O004838,P0053,1,23.29,11.09,0
OI0012000,O004838,P0002,4,230.82,108.89,15
OI0012001,O004838,P0027,1,283.79,152.07,5
OI0012002,O004839,P0095,4,202.91,139.2,10
OI0012003,O004840,P0083,4,63.1,34.73,10
OI0012004,O004840,P0035,2,326.93,146.56,20
OI0012005,O004840,P0071,2,66.14,34.77,0
OI0012006,O004840,P0013,1,127.84,91.01,0
OI0012007,O004841,P0061,2,241.21,110.37,15
OI0012008,O004841,P0035,1,326.93,146.56,20
OI0012009,O004842,P0022,2,192.12,85.66,15
OI0012010,O004842,P0012,1,20.32,10.75,5
OI0012011,O004842,P0047,1,243.5,159.8,0
OI0012012,O004843,P0069,1,259.35,175.47,0
OI0012013,O004843,P0076,2,81.73,46.21,5
OI0012014,O004843,P0050,1,171.47,76.47,0
OI0012015,O004844,P0031,1,254.7,145.72,10
OI0012016,O004844,P0046,1,310.17,133.53,0
OI0012017,O004844,P0098,2,17.88,10.05,0
OI0012018,O004844,P0057,1,95.09,41.82,10
OI0012019,O004845,P0020,2,185.28,120.72,5
OI0012020,O004845,P0011,1,116.27,72.14,0
OI0012021,O004845,P0018,2,281.84,146.67,25
OI0012022,O004846,P0056,1,385.75,167.31,5
OI0012023,O004846,P0102,3,195.72,100.75,0
OI0012024,O004846,P0075,2,134.51,78.21,5
OI0012025,O004846,P0018,1,281.84,146.67,25
OI0012026,O004847,P0051,1,104.92,60.39,0
OI0012027,O004847,P0041,1,46.27,32.89,15
OI0012028,O004848,P0001,1,58.62,26.48,10
OI0012029,O004848,P0096,2,280.31,123.46,5
OI0012030,O004848,P0082,1,64.05,28.14,0
OI0012031,O004848,P0028,1,307.09,179.34,5
OI0012032,O004849,P0026,1,187.78,112.59,10
OI0012033,O004849,P0087,2,136.09,59.78,0
OI0012034,O004850,P0021,1,217.0,157.06,10
OI0012035,O004850,P0061,1,241.21,110.37,5
OI0012036,O004850,P0106,1,56.39,27.98,0
OI0012037,O004850,P0112,3,361.01,177.23,25
OI0012038,O004851,P0001,1,58.62,26.48,0
OI0012039,O004851,P0004,2,114.79,53.81,15
OI0012040,O004851,P0109,1,39.14,21.27,20
OI0012041,O004851,P0084,2,42.76,20.69,0
OI0012042,O004852,P0027,1,283.79,152.07,20
OI0012043,O004853,P0048,2,316.06,150.66,0
OI0012044,O004853,P0069,4,259.35,175.47,10
OI0012045,O004853,P0057,2,95.09,41.82,20
OI0012046,O004853,P0112,1,361.01,177.23,10
OI0012047,O004854,P0062,1,274.98,138.35,15
OI0012048,O004854,P0052,1,142.04,68.52,5
OI0012049,O004854,P0078,1,268.06,129.83,0
OI0012050,O004855,P0103,2,100.44,47.01,10
OI0012051,O004855,P0059,4,310.18,133.96,5
OI0012052,O004855,P0043,1,33.48,14.68,5
OI0012053,O004856,P0063,1,8.2,5.54,5
OI0012054,O004856,P0027,1,283.79,152.07,10
OI0012055,O004857,P0110,2,311.63,167.87,0
OI0012056,O004857,P0015,4,147.82,103.39,0
OI0012057,O004857,P0068,2,103.65,44.29,0
OI0012058,O004857,P0049,1,59.24,43.15,5
OI0012059,O004858,P0118,2,177.52,114.17,0
OI0012060,O004858,P0058,1,224.02,143.13,0
OI0012061,O004858,P0011,1,116.27,72.14,20
OI0012062,O004859,P0030,1,90.28,41.7,5
OI0012063,O004859,P0033,1,211.78,114.87,15
OI0012064,O004859,P0008,1,223.03,120.69,0
OI0012065,O004860,P0024,1,169.87,104.81,5
